PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_FAMILYNAME;REQUIREMENTS_ATTRIBUTES_FAMILYDESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTIONOBJECTIVE;REQUIREMENTS_ATTRIBUTES_APPLICABILITY;REQUIREMENTS_ATTRIBUTES_RECOMMENDATION;REQUIREMENTS_ATTRIBUTES_SECTIONTHREATMAPPINGS;REQUIREMENTS_ATTRIBUTES_SECTIONGUIDELINEMAPPINGS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ap-southeast-1;2026-09-13 17:05:55.304157;CCC.IAM.CN10.AR02;When suspicious API requests are detected, the associated events MUST be logged, including the source details, time, and nature of the activity.;Logging and Monitoring;Controls that collect, alert, and retain IAM-related events.;CCC.IAM.CN10 Alert On Anomalous Behaviour;;Ensure that logs and associated alerts are generated when anomalous API requests are made by a single identity, such as API requests commonly associated with privilege escalation tactics, originating from an external or malicious IP address or performed by a previously dormant identity, which may indicate that credentals may be compromised, as well as for password brute-force attempts and account lockouts.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-03', 'DE.CM-06', 'DE.CM-09']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4', 'SI-5', 'AC-2']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ap-southeast-2;2026-09-13 17:05:55.304157;CCC.Core.CN09.AR02;When the service is operational, disabling the logs for the service or its child resources MUST NOT be possible without also disabling the corresponding resource.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN09 Ensure Integrity of Access Logs;;Ensure that access logs are always recorded to an external location that cannot be manipulated from the context of the service(s) it contains logs for.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];No normal business operations should disable logs, as this could indicate an attempt to cover up unauthorized access. Ensure that logging mechanisms are tightly integrated with service operations, so that logging cannot be disabled without stopping the service itself.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH07', 'CCC.Core.TH09', 'CCC.Core.TH04']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-02', 'LOG-04', 'LOG-09']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ap-southeast-2;2026-09-13 17:05:55.304157;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging and Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements.;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ap-southeast-2;2026-09-13 17:05:55.304157;CCC.Core.CN04.AR03;When any attempt is made to read data on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging and Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements.;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ap-southeast-2;2026-09-13 17:05:55.304157;CCC.AuditLog.CN02.AR01;When a manual action is performed to generate each audit log type, then the corresponding audit log type MUST be generated and recorded.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN02 Enable And Validate All Audit Log Types;;Review audit log configuration and ensure that all audit log types are being generated and replicated to configured sinks;['tlp-red', 'tlp-amber'];Review audit log configuration;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH06']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3', 'AU-12']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ap-southeast-2;2026-09-13 17:05:55.304157;CCC.AuditLog.CN05.AR01;When audit logs are exported, then audit logs MUST be present in the configured data location.;Availability;Controls designed to protected the availability of Audit Log data.;CCC.AuditLog.CN05 Export Audit Logs To Bucket;;Configure audit logs to be sent to a external bucket where they can be globally replicated and can be subject to greater access control and data retention polices.;['tlp-red', 'tlp-amber'];Configure audit log exporting.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9', 'AU-11', 'AU-4']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ap-southeast-2;2026-09-13 17:05:55.304157;CCC.Logging.CN01.AR01;When a new cloud account is created, provider-level audit and network flow logging MUST be enabled by default and directed to the central sink.;Data;Controls related to the confidentiality, integrity and availability of log data.;CCC.Logging.CN01 Centralized and Comprehensive Log Aggregation;;Ensure all operational and security logs from across the cloud environment, including applications, operating systems, network traffic, and cloud service activity, are captured automatically and streamed to a central, secure log management service.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Logging.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ap-southeast-2;2026-09-13 17:05:55.304157;CCC.IAM.CN10.AR02;When suspicious API requests are detected, the associated events MUST be logged, including the source details, time, and nature of the activity.;Logging and Monitoring;Controls that collect, alert, and retain IAM-related events.;CCC.IAM.CN10 Alert On Anomalous Behaviour;;Ensure that logs and associated alerts are generated when anomalous API requests are made by a single identity, such as API requests commonly associated with privilege escalation tactics, originating from an external or malicious IP address or performed by a previously dormant identity, which may indicate that credentals may be compromised, as well as for password brute-force attempts and account lockouts.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-03', 'DE.CM-06', 'DE.CM-09']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4', 'SI-5', 'AC-2']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ca-central-1;2026-09-13 17:05:55.304157;CCC.Core.CN09.AR02;When the service is operational, disabling the logs for the service or its child resources MUST NOT be possible without also disabling the corresponding resource.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN09 Ensure Integrity of Access Logs;;Ensure that access logs are always recorded to an external location that cannot be manipulated from the context of the service(s) it contains logs for.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];No normal business operations should disable logs, as this could indicate an attempt to cover up unauthorized access. Ensure that logging mechanisms are tightly integrated with service operations, so that logging cannot be disabled without stopping the service itself.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH07', 'CCC.Core.TH09', 'CCC.Core.TH04']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-02', 'LOG-04', 'LOG-09']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ca-central-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ca-central-1;2026-09-13 17:05:55.304157;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging and Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements.;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ca-central-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ca-central-1;2026-09-13 17:05:55.304157;CCC.Core.CN04.AR03;When any attempt is made to read data on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging and Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements.;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ca-central-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ca-central-1;2026-09-13 17:05:55.304157;CCC.AuditLog.CN02.AR01;When a manual action is performed to generate each audit log type, then the corresponding audit log type MUST be generated and recorded.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN02 Enable And Validate All Audit Log Types;;Review audit log configuration and ensure that all audit log types are being generated and replicated to configured sinks;['tlp-red', 'tlp-amber'];Review audit log configuration;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH06']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3', 'AU-12']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ca-central-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ca-central-1;2026-09-13 17:05:55.304157;CCC.AuditLog.CN05.AR01;When audit logs are exported, then audit logs MUST be present in the configured data location.;Availability;Controls designed to protected the availability of Audit Log data.;CCC.AuditLog.CN05 Export Audit Logs To Bucket;;Configure audit logs to be sent to a external bucket where they can be globally replicated and can be subject to greater access control and data retention polices.;['tlp-red', 'tlp-amber'];Configure audit log exporting.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9', 'AU-11', 'AU-4']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ca-central-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ca-central-1;2026-09-13 17:05:55.304157;CCC.Logging.CN01.AR01;When a new cloud account is created, provider-level audit and network flow logging MUST be enabled by default and directed to the central sink.;Data;Controls related to the confidentiality, integrity and availability of log data.;CCC.Logging.CN01 Centralized and Comprehensive Log Aggregation;;Ensure all operational and security logs from across the cloud environment, including applications, operating systems, network traffic, and cloud service activity, are captured automatically and streamed to a central, secure log management service.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Logging.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ca-central-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;ca-central-1;2026-09-13 17:05:55.304157;CCC.IAM.CN10.AR02;When suspicious API requests are detected, the associated events MUST be logged, including the source details, time, and nature of the activity.;Logging and Monitoring;Controls that collect, alert, and retain IAM-related events.;CCC.IAM.CN10 Alert On Anomalous Behaviour;;Ensure that logs and associated alerts are generated when anomalous API requests are made by a single identity, such as API requests commonly associated with privilege escalation tactics, originating from an external or malicious IP address or performed by a previously dormant identity, which may indicate that credentals may be compromised, as well as for password brute-force attempts and account lockouts.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-03', 'DE.CM-06', 'DE.CM-09']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4', 'SI-5', 'AC-2']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ca-central-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;eu-central-1;2026-09-13 17:05:55.304157;CCC.Core.CN09.AR02;When the service is operational, disabling the logs for the service or its child resources MUST NOT be possible without also disabling the corresponding resource.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN09 Ensure Integrity of Access Logs;;Ensure that access logs are always recorded to an external location that cannot be manipulated from the context of the service(s) it contains logs for.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];No normal business operations should disable logs, as this could indicate an attempt to cover up unauthorized access. Ensure that logging mechanisms are tightly integrated with service operations, so that logging cannot be disabled without stopping the service itself.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH07', 'CCC.Core.TH09', 'CCC.Core.TH04']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-02', 'LOG-04', 'LOG-09']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-central-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;eu-central-1;2026-09-13 17:05:55.304157;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging and Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements.;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-central-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;eu-central-1;2026-09-13 17:05:55.304157;CCC.Core.CN04.AR03;When any attempt is made to read data on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging and Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements.;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-central-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;eu-central-1;2026-09-13 17:05:55.304157;CCC.AuditLog.CN02.AR01;When a manual action is performed to generate each audit log type, then the corresponding audit log type MUST be generated and recorded.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN02 Enable And Validate All Audit Log Types;;Review audit log configuration and ensure that all audit log types are being generated and replicated to configured sinks;['tlp-red', 'tlp-amber'];Review audit log configuration;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH06']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3', 'AU-12']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-central-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;eu-central-1;2026-09-13 17:05:55.304157;CCC.AuditLog.CN05.AR01;When audit logs are exported, then audit logs MUST be present in the configured data location.;Availability;Controls designed to protected the availability of Audit Log data.;CCC.AuditLog.CN05 Export Audit Logs To Bucket;;Configure audit logs to be sent to a external bucket where they can be globally replicated and can be subject to greater access control and data retention polices.;['tlp-red', 'tlp-amber'];Configure audit log exporting.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9', 'AU-11', 'AU-4']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-central-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;eu-central-1;2026-09-13 17:05:55.304157;CCC.Logging.CN01.AR01;When a new cloud account is created, provider-level audit and network flow logging MUST be enabled by default and directed to the central sink.;Data;Controls related to the confidentiality, integrity and availability of log data.;CCC.Logging.CN01 Centralized and Comprehensive Log Aggregation;;Ensure all operational and security logs from across the cloud environment, including applications, operating systems, network traffic, and cloud service activity, are captured automatically and streamed to a central, secure log management service.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Logging.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-central-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;eu-central-1;2026-09-13 17:05:55.304157;CCC.IAM.CN10.AR02;When suspicious API requests are detected, the associated events MUST be logged, including the source details, time, and nature of the activity.;Logging and Monitoring;Controls that collect, alert, and retain IAM-related events.;CCC.IAM.CN10 Alert On Anomalous Behaviour;;Ensure that logs and associated alerts are generated when anomalous API requests are made by a single identity, such as API requests commonly associated with privilege escalation tactics, originating from an external or malicious IP address or performed by a previously dormant identity, which may indicate that credentals may be compromised, as well as for password brute-force attempts and account lockouts.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-03', 'DE.CM-06', 'DE.CM-09']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4', 'SI-5', 'AC-2']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-central-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;eu-north-1;2026-09-13 17:05:55.304157;CCC.Core.CN09.AR02;When the service is operational, disabling the logs for the service or its child resources MUST NOT be possible without also disabling the corresponding resource.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN09 Ensure Integrity of Access Logs;;Ensure that access logs are always recorded to an external location that cannot be manipulated from the context of the service(s) it contains logs for.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];No normal business operations should disable logs, as this could indicate an attempt to cover up unauthorized access. Ensure that logging mechanisms are tightly integrated with service operations, so that logging cannot be disabled without stopping the service itself.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH07', 'CCC.Core.TH09', 'CCC.Core.TH04']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-02', 'LOG-04', 'LOG-09']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-north-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;eu-north-1;2026-09-13 17:05:55.304157;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging and Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements.;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-north-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;eu-north-1;2026-09-13 17:05:55.304157;CCC.Core.CN04.AR03;When any attempt is made to read data on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging and Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements.;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-north-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;eu-north-1;2026-09-13 17:05:55.304157;CCC.AuditLog.CN02.AR01;When a manual action is performed to generate each audit log type, then the corresponding audit log type MUST be generated and recorded.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN02 Enable And Validate All Audit Log Types;;Review audit log configuration and ensure that all audit log types are being generated and replicated to configured sinks;['tlp-red', 'tlp-amber'];Review audit log configuration;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH06']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3', 'AU-12']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-north-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;eu-north-1;2026-09-13 17:05:55.304157;CCC.AuditLog.CN05.AR01;When audit logs are exported, then audit logs MUST be present in the configured data location.;Availability;Controls designed to protected the availability of Audit Log data.;CCC.AuditLog.CN05 Export Audit Logs To Bucket;;Configure audit logs to be sent to a external bucket where they can be globally replicated and can be subject to greater access control and data retention polices.;['tlp-red', 'tlp-amber'];Configure audit log exporting.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9', 'AU-11', 'AU-4']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-north-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;987292390922;eu-north-1;2026-09-13 17:05:55.304157;CCC.Logging.CN01.AR01;When a new cloud account is created, provider-level audit and network flow logging MUST be enabled by default and directed to the central sink.;Data;Controls related to the confidentiality, integrity and availability of log data.;CCC.Logging.CN01 Centralized and Comprehensive Log Aggregation;;Ensure all operational and security logs from across the cloud environment, including applications, operating systems, network traffic, and cloud service activity, are captured automatically and streamed to a central, secure log management service.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Logging.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-north-1:987292390922:trail;987292390922;cloudtrail_multi_region_enabled;False
